FID,Data Bytes,Direction,Checksum,Time (ms)
3,[  255  :  159  :  250  :  236  ],Rx,PASSED,165
4,[  255  :  233  :  254  :  144  ],Rx,PASSED,188
5,[  0  :  10  :  60  :  16  ],Rx,PASSED,199
7,[  255  :  255  :  255  :  244  ],Rx,PASSED,211
8,[  255  :  255  :  255  :  234  ],Rx,PASSED,222
9,[  0  :  0  :  3  :  221  ],Rx,PASSED,236
10,[  255  :  255  :  255  :  224  ],Rx,PASSED,249
11,[  255  :  255  :  254  :  240  ],Rx,PASSED,260
12,[  255  :  255  :  255  :  162  ],Rx,PASSED,268
3,[  255  :  160  :  250  :  212  ],Rx,PASSED,278
4,[  255  :  238  :  254  :  176  ],Rx,PASSED,288
5,[  0  :  8  :  60  :  184  ],Rx,PASSED,301
7,[  255  :  255  :  255  :  243  ],Rx,PASSED,315
8,[  255  :  255  :  255  :  236  ],Rx,PASSED,330
9,[  0  :  0  :  3  :  231  ],Rx,PASSED,344
10,[  0  :  0  :  0  :  29  ],Rx,PASSED,357
11,[  0  :  0  :  0  :  33  ],Rx,PASSED,370
12,[  255  :  255  :  255  :  40  ],Rx,PASSED,385
3,[  255  :  161  :  250  :  88  ],Rx,PASSED,398
4,[  255  :  236  :  254  :  252  ],Rx,PASSED,410
5,[  0  :  13  :  60  :  44  ],Rx,PASSED,422
7,[  255  :  255  :  255  :  235  ],Rx,PASSED,435
8,[  255  :  255  :  255  :  241  ],Rx,PASSED,447
9,[  0  :  0  :  3  :  223  ],Rx,PASSED,461
10,[  0  :  0  :  0  :  90  ],Rx,PASSED,472
11,[  255  :  255  :  255  :  167  ],Rx,PASSED,484
12,[  0  :  0  :  0  :  89  ],Rx,PASSED,497
13,[  127  :  159  :  227  :  252  ],Rx,PASSED,508
14,[  64  :  15  :  252  :  6  ],Rx,PASSED,521
15,[  127  :  175  :  232  :  0  ],Rx,PASSED,533
3,[  255  :  161  :  250  :  88  ],Rx,PASSED,546
4,[  255  :  236  :  254  :  252  ],Rx,PASSED,557
5,[  0  :  13  :  60  :  44  ],Rx,PASSED,570
7,[  255  :  255  :  255  :  235  ],Rx,PASSED,584
8,[  255  :  255  :  255  :  241  ],Rx,PASSED,596
9,[  0  :  0  :  3  :  223  ],Rx,PASSED,607
10,[  0  :  0  :  0  :  90  ],Rx,PASSED,620
11,[  255  :  255  :  255  :  167  ],Rx,PASSED,628
12,[  0  :  0  :  0  :  89  ],Rx,PASSED,639
3,[  255  :  161  :  251  :  56  ],Rx,PASSED,646
4,[  255  :  238  :  254  :  104  ],Rx,PASSED,658
5,[  0  :  11  :  60  :  128  ],Rx,PASSED,671
7,[  255  :  255  :  255  :  249  ],Rx,PASSED,685
8,[  255  :  255  :  255  :  232  ],Rx,PASSED,697
9,[  0  :  0  :  3  :  228  ],Rx,PASSED,709
10,[  0  :  0  :  0  :  90  ],Rx,PASSED,721
11,[  0  :  0  :  0  :  33  ],Rx,PASSED,735
12,[  255  :  255  :  255  :  223  ],Rx,PASSED,747
3,[  255  :  160  :  250  :  196  ],Rx,PASSED,755
4,[  255  :  236  :  254  :  68  ],Rx,PASSED,765
5,[  0  :  11  :  60  :  252  ],Rx,PASSED,777
7,[  255  :  255  :  255  :  242  ],Rx,PASSED,788
8,[  255  :  255  :  255  :  229  ],Rx,PASSED,803
9,[  0  :  0  :  3  :  235  ],Rx,PASSED,815
10,[  0  :  0  :  0  :  29  ],Rx,PASSED,828
11,[  255  :  255  :  255  :  167  ],Rx,PASSED,840
12,[  255  :  255  :  255  :  223  ],Rx,PASSED,853
3,[  255  :  158  :  250  :  176  ],Rx,PASSED,866
4,[  255  :  243  :  254  :  92  ],Rx,PASSED,879
5,[  0  :  12  :  60  :  112  ],Rx,PASSED,892
7,[  255  :  255  :  255  :  240  ],Rx,PASSED,903
8,[  255  :  255  :  255  :  231  ],Rx,PASSED,918
9,[  0  :  0  :  3  :  227  ],Rx,PASSED,930
10,[  255  :  255  :  255  :  163  ],Rx,PASSED,937
11,[  0  :  0  :  1  :  82  ],Rx,PASSED,951
12,[  0  :  0  :  0  :  28  ],Rx,PASSED,964
1,[  0  :  224  :  94  :  192  ],Rx,PASSED,977
2,[  0  :  0  :  0  :  0  ],Rx,PASSED,989
30,[  0  :  0  :  0  :  0  ],Rx,PASSED,1001
3,[  255  :  159  :  251  :  0  ],Rx,PASSED,1011
4,[  255  :  235  :  254  :  112  ],Rx,PASSED,1023
5,[  0  :  13  :  60  :  156  ],Rx,PASSED,1030
7,[  255  :  255  :  255  :  245  ],Rx,PASSED,1041
8,[  255  :  255  :  255  :  232  ],Rx,PASSED,1054
9,[  0  :  0  :  3  :  230  ],Rx,PASSED,1063
10,[  255  :  255  :  255  :  224  ],Rx,PASSED,1076
11,[  255  :  255  :  255  :  106  ],Rx,PASSED,1088
12,[  0  :  0  :  0  :  89  ],Rx,PASSED,1101
6,[  0  :  0  :  0  :  0  ],Rx,PASSED,1114
13,[  127  :  143  :  227  :  249  ],Rx,PASSED,1129
14,[  64  :  15  :  252  :  3  ],Rx,PASSED,1142
15,[  127  :  175  :  232  :  0  ],Rx,PASSED,1153
3,[  255  :  159  :  251  :  0  ],Rx,PASSED,1166
4,[  255  :  235  :  254  :  112  ],Rx,PASSED,1178
5,[  0  :  13  :  60  :  156  ],Rx,PASSED,1190
7,[  255  :  255  :  255  :  245  ],Rx,PASSED,1202
8,[  255  :  255  :  255  :  232  ],Rx,PASSED,1214
9,[  0  :  0  :  3  :  230  ],Rx,PASSED,1224
10,[  255  :  255  :  255  :  224  ],Rx,PASSED,1236
11,[  255  :  255  :  255  :  106  ],Rx,PASSED,1250
12,[  0  :  0  :  0  :  89  ],Rx,PASSED,1263
3,[  255  :  163  :  250  :  92  ],Rx,PASSED,1271
4,[  255  :  235  :  254  :  44  ],Rx,PASSED,1283
5,[  0  :  10  :  60  :  72  ],Rx,PASSED,1295
7,[  255  :  255  :  255  :  235  ],Rx,PASSED,1301
8,[  255  :  255  :  255  :  228  ],Rx,PASSED,1314
9,[  0  :  0  :  3  :  224  ],Rx,PASSED,1329
10,[  0  :  0  :  0  :  212  ],Rx,PASSED,1343
11,[  255  :  255  :  255  :  106  ],Rx,PASSED,1354
12,[  255  :  255  :  255  :  162  ],Rx,PASSED,1367
3,[  255  :  159  :  250  :  100  ],Rx,PASSED,1374
4,[  255  :  232  :  254  :  116  ],Rx,PASSED,1386
5,[  0  :  12  :  60  :  160  ],Rx,PASSED,1400
7,[  255  :  255  :  255  :  236  ],Rx,PASSED,1410
8,[  255  :  255  :  255  :  232  ],Rx,PASSED,1421
9,[  0  :  0  :  3  :  230  ],Rx,PASSED,1432
10,[  255  :  255  :  255  :  224  ],Rx,PASSED,1446
11,[  255  :  255  :  254  :  179  ],Rx,PASSED,1458
12,[  0  :  0  :  0  :  28  ],Rx,PASSED,1465
3,[  255  :  160  :  250  :  228  ],Rx,PASSED,1478
4,[  255  :  239  :  254  :  128  ],Rx,PASSED,1491
5,[  0  :  9  :  60  :  248  ],Rx,PASSED,1502
7,[  255  :  255  :  255  :  244  ],Rx,PASSED,1513
8,[  255  :  255  :  255  :  233  ],Rx,PASSED,1526
9,[  0  :  0  :  3  :  235  ],Rx,PASSED,1538
10,[  0  :  0  :  0  :  29  ],Rx,PASSED,1544
11,[  0  :  0  :  0  :  94  ],Rx,PASSED,1553
12,[  255  :  255  :  255  :  101  ],Rx,PASSED,1565
3,[  255  :  160  :  250  :  228  ],Rx,PASSED,1576
4,[  255  :  239  :  254  :  128  ],Rx,PASSED,1589
5,[  0  :  9  :  60  :  248  ],Rx,PASSED,1597
7,[  255  :  255  :  255  :  244  ],Rx,PASSED,1610
8,[  255  :  255  :  255  :  233  ],Rx,PASSED,1621
9,[  0  :  0  :  3  :  235  ],Rx,PASSED,1632
10,[  0  :  0  :  0  :  29  ],Rx,PASSED,1643
11,[  0  :  0  :  0  :  94  ],Rx,PASSED,1653
12,[  255  :  255  :  255  :  101  ],Rx,PASSED,1667
13,[  127  :  143  :  227  :  250  ],Rx,PASSED,1680
14,[  64  :  15  :  252  :  3  ],Rx,PASSED,1685
15,[  127  :  175  :  232  :  0  ],Rx,PASSED,1696
3,[  255  :  159  :  250  :  208  ],Rx,PASSED,1708
4,[  255  :  242  :  254  :  212  ],Rx,PASSED,1719
5,[  0  :  10  :  60  :  156  ],Rx,PASSED,1729
7,[  255  :  255  :  255  :  242  ],Rx,PASSED,1739
8,[  255  :  255  :  255  :  238  ],Rx,PASSED,1751
9,[  0  :  0  :  3  :  230  ],Rx,PASSED,1762
10,[  255  :  255  :  255  :  224  ],Rx,PASSED,1773
11,[  0  :  0  :  1  :  21  ],Rx,PASSED,1780
12,[  255  :  255  :  255  :  162  ],Rx,PASSED,1788
3,[  255  :  161  :  251  :  0  ],Rx,PASSED,1802
4,[  255  :  241  :  254  :  216  ],Rx,PASSED,1812
5,[  0  :  12  :  61  :  32  ],Rx,PASSED,1824
7,[  255  :  255  :  255  :  245  ],Rx,PASSED,1836
8,[  255  :  255  :  255  :  238  ],Rx,PASSED,1847
9,[  0  :  0  :  3  :  238  ],Rx,PASSED,1858
10,[  0  :  0  :  0  :  90  ],Rx,PASSED,1866
11,[  0  :  0  :  0  :  216  ],Rx,PASSED,1877
12,[  0  :  0  :  0  :  28  ],Rx,PASSED,1886
3,[  255  :  162  :  250  :  248  ],Rx,PASSED,1898
4,[  255  :  238  :  254  :  124  ],Rx,PASSED,1906
5,[  0  :  12  :  60  :  112  ],Rx,PASSED,1918
7,[  255  :  255  :  255  :  245  ],Rx,PASSED,1930
8,[  255  :  255  :  255  :  233  ],Rx,PASSED,1942
9,[  0  :  0  :  3  :  227  ],Rx,PASSED,1954
10,[  0  :  0  :  0  :  151  ],Rx,PASSED,1968
11,[  0  :  0  :  0  :  33  ],Rx,PASSED,1979
12,[  0  :  0  :  0  :  28  ],Rx,PASSED,1995
